1,20
2,23
3,22
4,12,15,21,24,26
5,12,17
6,13
7,26
8,14,26
9,3,12,21
10,1,13,26
11,23
12,26
13,1,3,22,26
14,22
15,13,20,21
16,21,24
17,3
18,2,12,21,22
19,2,3
20,1
21,3
22,14
23,2,11
24,1,16,26
25,12
26,12,22
