0
171.3,533.2,599.9,719.7
171.3,599.9,719.7
0
0
533.2,640.0,719.7
239.9,640.0,719.7
239.9
0
698.2,761.4
279.2,698.2,761.4
279.2,380.6
94.4
661.9
283.9,661.9
283.9,378.1
0
640.0,698.2
640.0,698.2,814.3
378.1
