0
525.75,584.4,701.0
701.0,876.38
0
0
526.6,579.3,724.25
724.25
362.1
0
579.3,620.62,724.25
620.62,724.25
362.1
0
563.0,591.1
591.1
337.8,422.3
0
525.75,584.38,701.0
701.0,876.38
0
0
525.75,584.4,701.25
701.25,876.38
350.3
0
525.75,569.38,701.0
701.0
350.3
0
526.6,561.62,632.12
632.12,841.88
0
