0
550.0,676.83,733.17
676.83,733.17
1599.67
0
550.0,733.17,761.4
733.17,761.4
1650.67
500.5
500.5,614.17,682.5
614.17,682.5
363.9
120.0
120.0
239.9
239.9,308.6,377.2
0
550.0,592.17,733.17,761.4
592.17,733.17,761.4
0
0
568.33,757.5
243.5,283.9,757.5
243.5,283.9,324.5
