0
603.38,703.88,768.0
603.38,703.88,768.0,804.5
0
451.33
451.33,601.67,701.88,752.12
601.67,701.88,752.12
0
0
547.0,615.38,684.0,752.12
615.38,684.0,752.12
0
490.83
490.83,687.67,736.88
687.67,736.88,785.83
0
