1,14
2,24,25
3,24
4,12,13
5,13
6,14
7,2,13
8,13
9,23
10,14
11,1,6,16
12,4,16,25
13,4,5,25
14,1,18
15,25
16,12
17,12,21,25
18,14
19,13
20,2,3,13,15
21,3,12,14,17,18,22
22,3,14,21,24,26
23,14,15
24,3
25,15
26,1,6,15,16,22
