1,24
2,12
3,18
4,3,22,23
5,2
6,14
7,3
8,3
9,2
10,3
11,21
12,2
13,14
14,13
15,20,21
16,2,21,25
17,2,18
18,3
19,26
20,15
21,15
22,3,14,26
23,26
24,21
25,2,20
26,23
