0
144.2,576.8
216.4
432.8,1729.62
109.0
109.0,546.2,727.62
218.4,727.62
1638.62
117.2
117.2,609.7,703.6
211.0,609.7,703.6
375.2
0
145.9,159.2,583.7
159.2,1169.0
1169.0,1754.25
