0
576.38,691.5,768.38
691.5,768.38,864.75
1728.7
0
544.12,634.62,714.12
634.62,714.12,816.25
1523.4,1632.2
491.0
491.0,631.38,701.25
631.38,701.25,841.88
1472.25
