0
578.9,623.4,712.5
623.4,712.5
311.7,356.2
106.6
106.6,533.2,639.6
639.6,799.9
355.3
510.8
510.8,595.8,670.4
198.6,283.7,595.8,670.4
283.7
461.6
461.6,577.2,629.6,659.7
209.8,629.6,659.7
0
