0
542.11,677.62,752.9
677.62,752.9,903.12,1129.76
903.12,1129.76
520.04
520.04,650.28
650.28,867.0,1040.66
1040.66,1735.5
0
586.88,635.62,726.67
586.88,635.62,726.67,847.88,1089.77
1089.77
0
580.38,696.28
696.28,791.38,829.0,1160.85
1160.85
