0
530.75,682.62,758.5
682.62,758.5,909.5
909.5,1364.5
456.62
456.62,608.38,684.75,761.0
608.38,684.75,761.0,989.12
989.12
0
581.88,664.75,748.0
664.75,748.0,914.0
415.5,914.0
493.83
493.83,592.67,740.25
592.67,740.25,926.0
926.0,1480.88
456.62
456.62,608.38,684.67,761.0
608.38,684.67,761.0,912.75
912.75
484.75
484.75,581.88,679.0,727.67
679.0,727.67,969.5
969.5
0
585.0,650.0,702.0,779.67
650.0,702.0,779.67
1559.25
