0
566.6,647.3
242.6,647.3
242.6,323.6,404.6
442.4
442.4,568.8,663.5
663.5
318.5,379.2
482.2
482.2,562.8,632.9
211.0,632.9
337.7
0
542.7,620.1,775.4
217.1,620.1,775.4
387.6
